zoom	geonameid	name	asciiname	latitude	longitude	country code	admin1 code	population
8	4466720	Forest City	Forest City	35.33401	-81.8651	US	NC	7222
8	4470566	Henderson	Henderson	36.32959	-78.39916	US	NC	16134
8	4470592	Hendersonville	Hendersonville	35.31873	-82.46095	US	NC	11678
8	4474436	Kinston	Kinston	35.26266	-77.58164	US	NC	22475
8	4475640	Lenoir	Lenoir	35.91402	-81.53898	US	NC	17806
8	4475773	Lexington	Lexington	35.82403	-80.25338	US	NC	20784
8	4477525	Lumberton	Lumberton	34.61822	-79.00864	US	NC	21314
8	4479946	Monroe	Monroe	34.98543	-80.54951	US	NC	29681
8	4480219	Morganton	Morganton	35.74541	-81.68482	US	NC	17191
8	4480378	Mount Airy	Mount Airy	36.4993	-80.60729	US	NC	8327
8	4481682	New Bern	New Bern	35.10849	-77.04411	US	NC	23623
8	4488232	Roanoke Rapids	Roanoke Rapids	36.46154	-77.65415	US	NC	16299
8	4488587	Rockingham	Rockingham	34.93932	-79.77395	US	NC	9053
8	4490329	Sanford	Sanford	35.47988	-79.1803	US	NC	23473
8	4491180	Shelby	Shelby	35.29235	-81.53565	US	NC	23235
8	4493316	Statesville	Statesville	35.78264	-80.8873	US	NC	24709
8	4497666	Washington	Washington	35.54655	-77.05217	US	NC	9644
8	5688789	Dickinson	Dickinson	46.87918	-102.78962	US	ND	15576
8	5059836	Jamestown	Jamestown	46.91054	-98.70844	US	ND	15081
8	5692947	Williston	Williston	48.14697	-103.61797	US	ND	11971
8	5146055	Ashland	Ashland	40.86867	-82.31822	US	OH	21827
8	5146089	Ashtabula	Ashtabula	41.86505	-80.78981	US	OH	20027
8	4505542	Athens	Athens	39.32924	-82.10126	US	OH	23180
8	5146965	Bellefontaine	Bellefontaine	40.36116	-83.75966	US	OH	12958
8	5149007	Cambridge	Cambridge	40.03118	-81.58846	US	OH	11699
8	5149493	Celina	Celina	40.54894	-84.57023	US	OH	10282
8	4828890	Chillicothe	Chillicothe	39.33312	-82.9824	US	OH	22180
8	5151186	Coshocton	Coshocton	40.27202	-81.85958	US	OH	11687
8	5151613	Cuyahoga Falls	Cuyahoga Falls	41.13394	-81.48456	US	OH	51824
8	5151861	Defiance	Defiance	41.28449	-84.35578	US	OH	15926
8	5152243	Dover	Dover	40.52062	-81.47401	US	OH	12450
8	5153420	Euclid	Euclid	41.5931	-81.52679	US	OH	50123
8	5155207	Fremont	Fremont	41.35033	-83.12186	US	OH	17280
8	5156493	Greenville	Greenville	40.10283	-84.63301	US	OH	13250
8	4515843	Kettering	Kettering	39.6895	-84.16883	US	OH	55880
8	5162097	Massillon	Massillon	40.79672	-81.52151	US	OH	31526
8	5163799	Mount Vernon	Mount Vernon	40.3934	-82.48572	US	OH	16965
8	5164390	New Philadelphia	New Philadelphia	40.48979	-81.44567	US	OH	17472
8	5166177	Parma	Parma	41.40477	-81.72291	US	OH	82565
8	5166819	Piqua	Piqua	40.14477	-84.24244	US	OH	20731
8	4521816	Portsmouth	Portsmouth	38.73174	-82.99767	US	OH	20909
8	5170511	Salem	Salem	40.90089	-80.85675	US	OH	11779
8	5173048	Steubenville	Steubenville	40.36979	-80.63396	US	OH	19312
8	5173930	Tiffin	Tiffin	41.1145	-83.17797	US	OH	17013
8	5174358	Troy	Troy	40.0395	-84.20328	US	OH	22336
8	5175865	Warren	Warren	41.23756	-80.81842	US	OH	45475
8	5177358	Wooster	Wooster	40.80506	-81.93514	US	OH	25725
8	4529096	Ada	Ada	34.77453	-96.67834	US	OK	16144
8	4529292	Altus	Altus	34.63813	-99.33398	US	OK	20278
8	4529469	Ardmore	Ardmore	34.17426	-97.14363	US	OK	23975
8	4533029	Chickasha	Chickasha	35.05256	-97.93643	US	OK	16772
8	4535389	Duncan	Duncan	34.5023	-97.95781	US	OK	21788
8	4535823	Elk City	Elk City	35.41199	-99.40426	US	OK	10522
8	4542367	McAlester	McAlester	34.93343	-95.76971	US	OK	18120
8	4542692	Miami	Miami	36.87451	-94.87746	US	OK	13336
8	4556050	Woodward	Woodward	36.43365	-99.39039	US	OK	11748
8	5720495	Coos Bay	Coos Bay	43.3665	-124.21789	US	OR	15394
8	5729080	Grants Pass	Grants Pass	42.43901	-123.32839	US	OR	27191
8	5735238	Klamath Falls	Klamath Falls	42.22487	-121.78167	US	OR	19203
8	5744166	Ontario	Ontario	44.02655	-116.96294	US	OR	10969
8	5745380	Pendleton	Pendleton	45.67208	-118.7886	US	OR	16539
8	5749352	Roseburg	Roseburg	43.2165	-123.34174	US	OR	20430
8	5756304	The Dalles	The Dalles	45.59456	-121.17868	US	OR	11514
8	5180934	Bloomsburg	Bloomsburg	41.0037	-76.45495	US	PA	12943
8	5181407	Bradford	Bradford	41.9559	-78.64392	US	PA	8611
8	5182534	Butler	Butler	40.86118	-79.89533	US	PA	14569
8	5183234	Carlisle	Carlisle	40.20148	-77.18887	US	PA	18204
8	4557109	Chambersburg	Chambersburg	39.93759	-77.6611	US	PA	17884
8	5184541	Clearfield	Clearfield	41.02728	-78.43919	US	PA	6631
8	5185237	Connellsville	Connellsville	40.01785	-79.58948	US	PA	8570
8	5187432	Du Bois	Du Bois	41.11923	-78.76003	US	PA	8123
8	5190323	Franklin	Franklin	41.39784	-79.83144	US	PA	7212
8	4558475	Hanover	Hanover	39.80066	-76.98304	US	PA	15036
8	5193011	Hazleton	Hazleton	40.95842	-75.97465	US	PA	21961
8	5194868	Indiana	Indiana	40.62146	-79.15253	US	PA	14357
8	5195561	Johnstown	Johnstown	40.32674	-78.92197	US	PA	22357
8	5197227	Latrobe	Latrobe	40.32118	-79.37948	US	PA	8592
8	5197517	Lebanon	Lebanon	40.34093	-76.41135	US	PA	23581
8	5197850	Lewistown	Lewistown	40.59924	-77.57138	US	PA	8998
8	5200644	Meadville	Meadville	41.64144	-80.15145	US	PA	13225
8	5201734	Monroeville	Monroeville	40.42118	-79.7881	US	PA	29349
8	5204278	Oil City	Oil City	41.43395	-79.70644	US	PA	10891
8	5207080	Pottsville	Pottsville	40.68565	-76.1955	US	PA	14631
8	5211622	Shamokin	Shamokin	40.78897	-76.55885	US	PA	7546
8	5211683	Sharon	Sharon	41.23311	-80.4934	US	PA	15415
8	5214543	Stroudsburg	Stroudsburg	40.98676	-75.19462	US	PA	6359
8	5214814	Sunbury	Sunbury	40.86259	-76.79441	US	PA	10084
8	4561859	Uniontown	Uniontown	39.90008	-79.71643	US	PA	11878
8	5218023	Warren	Warren	41.84395	-79.14504	US	PA	9569
8	5218069	Washington	Washington	40.17396	-80.24617	US	PA	14637
8	4580569	Greenwood	Greenwood	34.1954	-82.16179	US	SC	22316
8	4588718	Myrtle Beach	Myrtle Beach	33.68906	-78.88669	US	SC	25310
8	4590184	Orangeburg	Orangeburg	33.49182	-80.85565	US	SC	12913
8	5225857	Aberdeen	Aberdeen	45.4647	-98.48648	US	SD	23667
8	5228673	Huron	Huron	44.36332	-98.21426	US	SD	11026
8	5229794	Mitchell	Mitchell	43.70943	-98.0298	US	SD	14741
8	5232741	Watertown	Watertown	44.89941	-97.11507	US	SD	20185
8	5233053	Yankton	Yankton	42.87111	-97.39728	US	SD	13410
8	4603284	Athens	Athens	35.44285	-84.59299	US	TN	13900
8	4604183	Bartlett	Bartlett	35.20453	-89.87398	US	TN	43264
8	4608657	Bristol	Bristol	36.59511	-82.18874	US	TN	25110
8	4615145	Cookeville	Cookeville	36.16284	-85.50164	US	TN	28668
8	4619800	Dyersburg	Dyersburg	36.03452	-89.38563	US	TN	17329
8	4624601	Germantown	Germantown	35.08676	-89.81009	US	TN	37361
8	4626334	Greeneville	Greeneville	36.16316	-82.83099	US	TN	15207
8	4636045	Lebanon	Lebanon	36.20811	-86.2911	US	TN	22370
8	4647963	Paris	Paris	36.302	-88.32671	US	TN	9587
8	4664170	Union City	Union City	36.42423	-89.05701	US	TN	10732
8	4829307	Bay City	Bay City	28.98276	-95.9694	US	TX	18663
8	5517469	Borger	Borger	35.66782	-101.39739	US	TX	13408
8	4676798	Brownwood	Brownwood	31.70932	-98.99116	US	TX	19534
8	4683244	Copperas Cove	Copperas Cove	31.12406	-97.90308	US	TX	30546
8	4683462	Corsicana	Corsicana	32.09543	-96.46887	US	TX	26037
8	5520677	Eagle Pass	Eagle Pass	28.70914	-100.49952	US	TX	26090
8	4692355	Freeport	Freeport	28.95414	-95.35966	US	TX	12632
8	4695066	Greenville	Greenville	33.13845	-96.11081	US	TX	25382
8	4700550	Jacksonville	Jacksonville	31.96378	-95.2705	US	TX	13943
8	4703078	Kerrville	Kerrville	30.04743	-99.14032	US	TX	21894
8	4709272	Marshall	Marshall	32.54487	-94.36742	US	TX	23882
8	4712933	Mount Pleasant	Mount Pleasant	33.15679	-94.96827	US	TX	14403
8	4717232	Palestine	Palestine	31.76212	-95.63079	US	TX	17930
8	5527953	Pampa	Pampa	35.53616	-100.95987	US	TX	16257
8	4718721	Pharr	Pharr	26.1948	-98.18362	US	TX	60687
8	5528450	Plainview	Plainview	34.18479	-101.70684	US	TX	21723
8	4736134	Texas City	Texas City	29.38384	-94.9027	US	TX	41521
8	4736476	The Woodlands	The Woodlands	30.15799	-95.48938	US	TX	75527
8	5781061	Sandy	Sandy City	40.57204	-111.86056	US	UT	85406
8	5783695	Tooele	Tooele	40.53078	-112.29828	US	UT	29851
8	5233500	Barre	Barre	44.19701	-72.50205	US	VT	9040
8	5233742	Bennington	Bennington	42.87813	-73.19677	US	VT	18272
8	5240509	Rutland	Rutland	43.61062	-72.97261	US	VT	17043
8	4744091	Alexandria	Alexandria	38.80484	-77.04692	US	VA	127273
8	4760059	Fredericksburg	Fredericksburg	38.30318	-77.46054	US	VA	20562
8	4771808	Martinsville	Martinsville	36.69153	-79.87254	US	VA	14874
8	4787440	Staunton	Staunton	38.14958	-79.0717	US	VA	24040
8	4792522	Waynesboro	Waynesboro	38.06847	-78.88947	US	VA	20904
8	4794120	Winchester	Winchester	39.18566	-78.16333	US	VA	24895
8	5785243	Aberdeen	Aberdeen	46.97537	-123.81572	US	WA	16055
8	5789683	Centralia	Centralia	46.71621	-122.9543	US	WA	15107
8	5802570	Marysville	Marysville	48.05176	-122.17708	US	WA	29824
8	5807212	Port Angeles	Port Angeles	48.11815	-123.43074	US	WA	18397
8	4798308	Beckley	Beckley	37.77817	-81.18816	US	WV	16880
8	4799622	Bluefield	Bluefield	37.26984	-81.22232	US	WV	10945
8	4802316	Clarksburg	Clarksburg	39.28065	-80.34453	US	WV	16232
8	4805033	Elkins	Elkins	38.92594	-79.84673	US	WV	6959
8	4813878	Martinsburg	Martinsburg	39.45621	-77.96389	US	WV	15616
8	5244010	Antigo	Antigo	45.14024	-89.15234	US	WI	8198
8	5245193	Beaver Dam	Beaver Dam	43.45777	-88.83733	US	WI	14856
8	5261852	Marinette	Marinette	45.09998	-87.63066	US	WI	11171
8	5261969	Marshfield	Marshfield	44.66885	-90.1718	US	WI	18670
8	5268720	Rhinelander	Rhinelander	45.63662	-89.41208	US	WI	7783
8	5274644	Stevens Point	Stevens Point	44.52358	-89.57456	US	WI	24408
8	5275191	Superior	Superior	46.72077	-92.10408	US	WI	27368
8	5278005	Watertown	Watertown	43.19472	-88.72899	US	WI	23323
8	5278052	Waukesha	Waukesha	43.01168	-88.23148	US	WI	68112
8	5279436	Wisconsin Rapids	Wisconsin Rapids	44.38358	-89.81735	US	WI	17724
8	5821593	Cody	Cody	44.52634	-109.05653	US	WY	9161
8	5826027	Gillette	Gillette	44.29109	-105.50222	US	WY	23101
8	5836665	Riverton	Riverton	43.02496	-108.3801	US	WY	9192
8	5836898	Rock Springs	Rock Springs	41.58746	-109.2029	US	WY	18226
8	5838198	Sheridan	Sheridan	44.79719	-106.95618	US	WY	16154
